task_id,client,title,hours,budget,window,months,has_unit,flag
3563ea1b-2065-41de-b490-2900fb08dc91,Nextage,Visual concepts - sketches (13h) - 13h,13,13,2021-04 → 2022-04,13,yes,
d6783f02-f9b7-4e71-8dc8-503aa6ca5ab0,Nextage,UX & Wireframes (36h) - 51.25h,51.25,36,2021-04 → 2022-04,13,yes,
d1c9232f-6747-41ce-bf66-0335284442e1,Nextage,Global Animation (14h) - 15h,15,14,2021-04 → 2022-04,13,yes,
e1673b76-ce0d-4437-8b53-d444cb045ce5,Nextage,Styleguide (8h) - 23.75h,23.75,8,2021-04 → 2022-04,13,yes,
2009a545-0e52-4173-b473-d7c6cbccaaf8,Nextage,Team Page (10h) - 8.25 h,8.25,10,2021-08 → 2022-04,9,yes,
675d49ac-ed41-45f2-899b-593d3c884fb0,Nextage,Nextage global page (12h) - 12.25h,12.25,12,2021-08 → 2022-04,9,yes,
f2d09871-6db4-41ff-81eb-fe2e62e3aafc,Nextage,Cerca pertners page (6h) - 10.5h,10.5,6,2021-08 → 2022-04,9,yes,
5c2ad631-42eb-44be-8898-5b19098c12c2,Nextage,Careers page (24h) - 16h,16,24,2021-08 → 2023-08,25,yes,
57f84b90-9d30-4c61-84d6-59195278dc27,Nextage,Inner career page (6h) - 6h,6,6,2021-08 → 2022-04,9,yes,
59b4ca02-2f2a-4645-af57-855ef534a684,Nextage,Post page (5h) -9.25h,9.25,5,2021-08 → 2022-04,9,yes,
a1c9826c-ea2a-403e-9566-295bc3f0691b,Nextage,Contact us page (6h) - 11.5h,11.5,6,2021-08 → 2022-04,9,yes,
ba2ef89a-78b3-483b-9bef-d8eafabbe3d3,Nextage,Inner team popup (5h) - 5.25h,5.25,5,2021-08 → 2022-04,9,yes,
97cff313-a9f9-49a6-a902-51f051b41ebb,Nextage,6 global icons (10h) - 6.25h,6.25,10,2021-08 → 2022-04,9,yes,
6f324bfd-be6a-4545-a18b-88f070adbc13,Nextage,6 Services icons (8h-10h) - 5h,5,10,2021-08 → 2022-04,9,yes,budget-multi
95be2da3-df1c-4983-b3d6-7cd70b29aa27,Nextage,Brief for website photos (4-5h) - 5h,5,5,2021-12 → 2022-04,5,yes,budget-range
f59596cf-599b-4add-aada-3b120a348ef3,Nextage,Email signature + animation (4-6h + 2h) - 9.75h,9.75,12,2021-12 → 2022-04,5,yes,budget-sum
b98737c1-0f85-4557-88de-de7906a4cc19,Nextage,Client Onboarding (6h) - 6.25h,6.25,6,2021-12 → 2022-04,5,yes,
8263b838-0e19-4a01-a927-c46f36d6142a,Nextage,Logo CMYK - (1h) - 1.5h,1.5,1,2022-01 → 2022-04,4,yes,
4724c27b-9596-4106-b513-5ea3ee7ded07,Nextage,QA - 32h,32,,2022-02 → 2023-02,13,yes,
b72644a6-0ba8-4c66-b245-a226f72d8777,Nextage,Mail signature - 0.5h,0.5,,2022-05 → 2023-08,16,yes,
a373483c-1d00-40f4-954a-a72ba1c01c62,Nextage,Website images - 19h,19,,2022-05 → 2023-08,16,yes,
a8d01a1b-4898-44a5-851a-06425f1ad776,Nextage,Nextage US entity ppt- 2 slides (6h) - 6h,6,6,2021-12 → 2022-04,5,yes,
04cbd2d3-ab1b-4080-85b2-33c2c74e107d,Nextage,Knowledge center (18h) - 18h,18,18,2022-01 → 2022-04,4,yes,
eba8e636-e0c3-4731-afec-ee5ee0f82a08,Nextage,Linkedin cover (1h) - 1h,1,1,2022-02 → 2022-04,3,yes,
e7063361-2fd3-411e-bdae-fb24664a0bb0,Nextage,CFO images (12h) - 8.5h,8.5,12,2022-06 → 2023-04,11,yes,
621df0e7-fd8b-4b94-b5c3-01db225eb825,Nextage,QA July 2022 - 13.75h,13.75,,2022-07 → 2023-04,10,yes,
c7affd62-3363-4334-aff6-0bee330f346f,Nextage,Editing additional CFO image for website - 2h,2,,2022-09 → 2023-04,8,yes,
5b837203-77f8-4224-a4a4-85cca7e9c2c7,Nextage,Logo editing for homepage -1h,1,,2022-08 → 2023-08,13,yes,
de742744-1cab-4629-85cf-d1104423aa34,Nextage,Section VP FINANCE (2-3h) - 1.5h,1.5,3,2022-09 → 2023-04,8,yes,budget-range
c026f9c5-1319-4396-b338-b8f3e8d1f6bb,Nextage,Home Page hero section photo adjustment - 0.5h,0.5,,2022-09 → 2023-04,8,yes,
1a59c6c4-51b9-404d-8666-2eba68a73889,Nextage,Testimonials gallery - 2h,2,,2022-07 → 2023-04,10,yes,
2fd9c86e-d468-449b-96bc-7b8910d09d10,Navina,Product video - 35.75h,35.75,,2022-09 → 2023-08,12,yes,
62f4f1d2-74cf-4256-b507-87926bbd7745,Navina,Clinical Demo Video - 20h,20,,2022-10 → 2023-08,11,yes,
373a53ea-224a-4b00-bd32-c9578094113d,Stigg,Before & After Developer Animation - 15.5h,15.5,,2022-03 → 2023-08,18,yes,
d5e26cd5-f1b3-40ef-a2a2-5c637a0a41b6,Stigg,UXUi consult - 2h,2,,2022-03 → 2023-08,18,yes,
e8f4bfe9-b8f6-4c70-b576-d8965a12ce07,Astrix,QA - 7h,7,,2022-01 → 2024-05,29,yes,
9055cd08-81e4-44f6-9dc1-fd740a094cde,Astrix,One pager - 20h,20,,2022-02 → 2024-05,28,yes,
905907fc-871d-48bd-899c-8879a7cf5071,Astrix,PPT - 9h,9,,2022-02 → 2023-02,13,yes,
315a8491-100f-4b58-95d4-bdc0173c2e60,Astrix,Full brandbook - 8.75h,8.75,,2022-03 → 2023-02,12,yes,
9f394ca3-dba8-474f-9b92-50d2ae22b886,Astrix,Email signature  - 2h,2,,2022-05 → 2024-05,25,yes,
7abd8db7-8bce-40b9-a673-f4b275b62b09,Astrix,Exporting animation -3.5h,3.5,,2022-05 → 2024-05,25,yes,
2d2b094e-85d2-49a1-a28b-1fea014ee354,Nominal,Kickoff meeting (2h) - 2h,2,2,2022-02 → 2023-02,13,yes,
b7e79ba1-84ba-4bef-8033-282015d17598,Nominal,Brand concepts (16h) - 16.25h,16.25,16,2022-02 → 2023-03,14,yes,
4f83ed01-1d48-4e20-a4ec-5b3685ad5e77,Nominal,Visual concepts (18h) - 17.75h,17.75,18,2022-02 → 2023-03,14,yes,
8deb4e10-402b-46f8-8c9f-94640a12e9b3,Nominal,Logo sketches & design (44h) - 58.25h,58.25,44,2022-02 → 2023-03,14,yes,
f5d0a4c9-9279-4e58-b3e8-51b90040cb41,Nominal,Presentation - 75.25h,75.25,,2022-02 → 2023-03,14,yes,
6d6728e9-cce4-4dc5-b19c-14f61b1a6be9,Nominal,Product - 149.25h,149.25,,2022-02 → 2023-03,14,yes,
f082d6d7-4e6f-496d-ae3f-65543b8a2361,Nominal,Names - 4.75h,4.75,,2022-02 → 2023-02,13,yes,
d165d64a-7125-431b-acf4-395261b904a1,Nominal,Homepage (20.66h) - 28h,28,20.66,2023-10 → 2024-03,6,yes,
31e6c1db-9646-4ef4-b1f6-bc9bfd730df5,Nominal,Blog additions (2h)- 2h,2,2,2024-01 → 2024-03,3,yes,
2c7eecb1-2ca3-4fea-a4a6-00449634434e,Nominal,Home page what we do section (13h) - 13h,13,13,2024-02 → 2024-05,4,yes,
f5f3aacf-f7db-4e12-b844-005de7d4692f,Nominal,Solutions Page (5h) - 5h,5,5,2024-03 → 2024-05,3,yes,
4795f6bb-23b9-4f69-8085-cba55dd94b24,Collabria,Temporary task - 46.5h,46.5,,2022-06 → 2022-07,2,yes,
77975a56-ec2d-4cdd-b28f-ccf672c742fc,Collabria,Blog post illustration - 18h,18,,2022-09 → 2022-10,2,yes,
3edeac64-9827-41a0-ae37-c1fa8d03c6a3,Barbahar,menu 2017- 3h,3,,2016-12 → 2017-02,3,yes,
97dd5926-1fe5-4b97-af4d-3533ff5d349e,Barbahar,תפריט פסח- 3.5,3.5,,2017-03 → 2017-05,3,no,
d809bfd6-17ad-40e1-9ac4-88771dbc1da6,Barbahar,wanted - 6.5 hrs,6.5,,2017-06 → 2017-06,1,yes,
21c1927b-cbb5-4576-b7bc-a88047fc5126,Barbahar,menu - 12h,12,,2017-08 → 2018-07,12,yes,
c8d94fa0-4e93-4af2-b06a-1ed58e1d16ae,Barbahar,poster- pizza- 0.5,0.5,,2017-10 → 2017-11,2,no,
383c4132-f0d8-44d4-a114-e39d1a527a08,Barbahar,delivery- 0.5h,0.5,,2018-01 → 2018-07,7,yes,
ccd5da6c-0d70-40d5-8c07-34d404237f28,Barbahar,English Menu - 7.5hr,7.5,,2018-03 → 2018-03,1,yes,
62ee253d-81da-4be6-aff8-43ef2e86ee75,Barbahar,Pesach Menu - 3.5h,3.5,,2018-03 → 2018-03,1,yes,
364bc500-8ba5-40b2-a8fb-d68ab2b953a8,Barbahar,shimshiya - 0.5h,0.5,,2018-03 → 2018-03,1,yes,
936d1d0b-ae78-4b02-a1de-e03e7f7cfdf0,Barbahar,Summer menu poster- 2h,2,,2018-06 → 2018-06,1,yes,
6d210125-1e50-4f84-8083-df8861636fd3,Barbahar,Newspaper Ad#2 -2.5hrs ,2.5,,2018-06 → 2018-06,1,yes,
f65cfe30-1e3d-4649-b2c2-aee932979587,Barbahar,Summer menu 24.6 - 5.5hr,5.5,,2018-06 → 2018-12,7,yes,
099351c8-4bab-4fd9-bc4b-258022966c98,Barbahar,menu tabun illustration- 0.5h,0.5,,2018-06 → 2018-06,1,yes,
9624c669-9569-48c7-8451-be5a8b80132e,Barbahar, Delivery menu - 7.5h,7.5,,2018-12 → 2019-01,2,yes,
3ade01d2-dac4-40ae-9699-dabd28a3336d,Barbahar,Pesach Menu 2019 - 2h,2,,2019-03 → 2019-04,2,yes,
43183055-0dbc-43ab-b230-480966a1193f,Barbahar,Main menu changes - 0.75h,0.75,,2019-03 → 2019-04,2,yes,
536a0fba-62a7-4df0-85fb-5363b8b9c239,Barbahar,Take away cups - 0.25h,0.25,,2019-03 → 2019-04,2,yes,
77079553-bcf8-472e-8647-7fb577df12e7,Barbahar,Group Menu - 4 h ,4,,2019-07 → 2019-09,3,yes,
0e70c09c-2bdd-4a66-9162-5542daf06291,Barbahar,facebook ad - 4.25 h,4.25,,2019-08 → 2019-09,2,yes,
2952ff81-5605-4c92-ad59-fce7e832baee,Barbahar,English menu update - 0.25h,0.25,,2019-09 → 2019-09,1,yes,
d9258bd5-b527-4d6f-9ec4-cf04383bad49,Barbahar,Dessert menu - 1h,1,,2019-09 → 2019-09,1,yes,
35a9cf37-60c2-465b-bd59-911873f02c3d,Barbahar,Cocktail napkin -1.5,1.5,,2020-01 → 2020-01,1,no,
cfd7696b-b58b-4bbc-9046-15a60afb2aa1,Barbahar,Menu update - 11.5h,11.5,,2019-05 → 2020-01,9,yes,
908bb38a-a50e-49cb-96ec-e97de8786d91,Barbahar,תפריט באנגלית 4.5h,4.5,,2017-01 → 2017-02,2,yes,
0df8fef3-4084-49d4-af3b-d8067ba4673b,Barbahar,חותמת - 2,2,,2017-02 → 2017-03,2,no,
69f6e90f-46ea-40d5-9ad3-8941e56ae373,Barbahar,סהכ פברואר לתשלום - 16,16,,2017-02 → 2017-02,1,no,
67bd2cd8-5ee3-4cf4-98de-7e2daf28d427,Barbahar,Winter menu - 5 h ,5,,2018-11 → 2018-12,2,yes,
ba1e3662-c819-48f0-a863-1d11ed8c6bfb,Barbahar,English winter menu - 3.75 h,3.75,,2018-12 → 2018-12,1,yes,
96bc1925-f95c-4b04-ab6b-dd5f85192c41,Barbahar,Digital order screen assets - 5.5h,5.5,,2020-05 → 2020-06,2,yes,
6945ac5a-dbc3-4109-8eef-76378a7283be,Barbahar,menu June 2020 - 5h,5,,2020-06 → 2020-08,3,yes,
93e6a5d6-e8d8-4660-98b2-d45efd6e41f7,Barbahar,3 icons - 0.25h,0.25,,2020-08 → 2020-08,1,yes,
dee8ea68-9caa-493c-a8d8-f6127149a344,Barbahar,מדבקות למוצרים בצנצנות או קופסאות פלסטיק - 2.5h,2.5,,2021-02 → 2021-07,6,yes,
086d07c9-262d-4086-9873-e670d2a1d300,Barbahar,מדבקה למרכז/ צד קרטון מארז פיקניק -7h,7,,2021-02 → 2021-07,6,yes,
a774f86e-0fcd-4f39-8911-caeda83f7753,Barbahar,שלטים תלויים במסעדה להזמנה אונליין ואיסוף - 1.25H,1.25,,2021-02 → 2021-07,6,yes,
93af4c76-ca2c-4fa9-84a5-a36d8dff3d01,Barbahar,Gift card - 2.5,2.5,,2021-02 → 2021-07,6,no,
7d9f9c67-f624-4486-8546-79291e03ae96,Barbahar,Pantone color for a napkin - 1h,1,,2022-02 → 2022-04,3,yes,
3e8f8231-dad3-444b-8a6a-69f13b2886d6,Barbahar,Barcode sign - 0.25h,0.25,,2022-05 → 2023-08,16,yes,
3cbf504c-231b-4301-9dad-bad669a907f4,Barbahar,QR code update - 1.25h,1.25,,2022-07 → 2023-08,14,yes,
b3c5b295-920b-47b5-be3d-6aea7e4faf34,Barbahar,פלייר עם קוד QR - 2.5h,2.5,,2021-07 → 2021-07,1,yes,
66ffe75f-b15f-4911-aa5f-13a11c40bc5d,OFFF tlv,off mobile app - 11.5hrs,11.5,,2018-06 → 2021-07,38,yes,
8350f45e-1ee8-4c8b-807e-b5e40dc7817b,OFFF tlv,offf website 2018 - 67.25hrs,67.25,,2018-04 → 2021-07,40,yes,
f9347509-c2d8-4ac6-a306-eec8c4b0e068,OFFF tlv,Offf 2022 Promo - 5.25h,5.25,,2022-05 → 2023-03,11,yes,
1883cfe2-e856-4e25-a14c-8f204413b751,OFFF tlv,OFFF Neon sign - 3.5h,3.5,,2022-07 → 2023-03,9,yes,
3171fa3a-422d-433b-8d62-c84e185309ee,OFFF tlv,OFFF TV Sequence - 3h,3,,2022-09 → 2023-03,7,yes,
fdefc4f0-6126-46ea-b0c9-e5f0721a0897,OFFF tlv,Offf after/before session - 3h,3,,2022-09 → 2023-03,7,yes,
43601864-5543-42dc-94ad-7debb24113d1,OFFF tlv,Offf TLV video - 3.75h,3.75,,2022-10 → 2023-03,6,yes,
0b292955-628f-49c8-a9e4-304c452ed68f,Baseline,3 Match Mode Illustrations (30) - 30h,30,30,2021-05 → 2021-06,2,yes,
38887635-7989-443a-9f60-253f753cbf6a,Baseline,Quick Access - 15h,15,,2021-08 → 2021-10,3,yes,
6e2e0388-b31f-4308-a746-155383c39566,Baseline,Speed and Strikes Icons - 2h,2,,2021-08 → 2021-10,3,yes,
3534c2e3-745a-4ddb-bad6-51dd17444bbb,Baseline,countdown post - 5h,5,,2021-11 → 2022-04,6,yes,
f8d2b98f-6b17-4af4-a2e8-05d0df8c1d3f,Baseline,wix update -12h,12,,2021-11 → 2021-11,1,yes,
cf2331a0-a03b-4f5f-a519-bcf8fc3519fe,Baseline,One Pager 2021- Update -1h,1,,2021-11 → 2022-04,6,yes,
0ddc5bad-bf28-4f1d-805f-b3c4c9812d80,Baseline,Updated match screen - 0.75,0.75,,2021-11 → 2022-04,6,no,
4bdb1059-8910-4494-b1b6-b089a79c37b5,Baseline,Court dimension update - 0.25h,0.25,,2021-12 → 2022-04,5,yes,
ac13988a-445e-4545-ac3d-6182b6f93e67,Baseline,Instructional Video (16-24h) - 16.5h,16.5,24,2022-06 → 2022-09,4,yes,budget-range
b914f20c-f357-4b2f-a9a8-28b731bfab96,Baseline,Volume screen - 8.5h,8.5,,2022-08 → 2022-11,4,yes,
22cf4d73-415f-4e0a-819f-d98b15f33d84,Baseline,Leaderboards screen - 8h,8,,2022-08 → 2022-11,4,yes,
a63fecfa-b60f-4a1a-bc89-94ccb09ba74c,Baseline,One Pager - Vision Customer (24-28+6) - 34h,34,58,2021-10 → 2021-11,2,yes,budget-sum
0bc5255c-cd19-4cd8-900a-9bcb895f7519,Baseline,Wix update (20) - 20h,20,20,2021-10 → 2021-11,2,yes,
3a5bb22a-81eb-4ad0-8770-2f7d0fa48277,Baseline,Investors Presentation - 25.5 hr,25.5,,2021-12 → 2022-04,5,yes,
dfcac9f6-0f5a-4b9c-9fe8-a6ac16aed9b3,Baseline,Popup on homepage (1h) - 1h,1,1,2023-03 → 2023-08,6,yes,
ed48ca47-392b-48ca-9f90-bb9bec0103cb,Baseline,New coupon code popup (0.5h) - 0.5,0.5,0.5,2023-03 → 2023-08,6,yes,
8cf5d444-2abe-45e7-91d3-976d0d921a64,Baseline,Homepage Popup (1.5h) - 1.5h,1.5,1.5,2023-04 → 2023-08,5,yes,
90e63a6a-3c9e-4410-8b6e-b40a5eed8dcb,Baseline,Coupons and Popup changes (1h) - 1h,1,1,2023-05 → 2023-08,4,yes,
5db20d2f-d3d3-439d-a942-cbbf83f7325f,Baseline,July 23 website changes (6-9h) - 9h,9,9,2023-07 → 2023-08,2,yes,budget-range
4ed109ee-ebbb-46d2-83b7-3af8e42f9cac,Baseline,Website Updates 3.9.21 (1h) - 1h,1,1,2023-09 → 2023-11,3,yes,
4040645e-68fc-4114-abc7-d2a88fa43a52,Baseline,Product page changes (2-3h) - 2h,2,3,2024-03 → 2024-05,3,yes,budget-range
df1b60c7-2b04-4b33-b4e2-04c46f9af2a2,Baseline,Website changes 13.8.21 (1.5h) - 1.5,1.5,1.5,2023-08 → 2023-11,4,yes,
25d252c3-1799-4fde-9f67-2f7b6b71c186,Baseline,Coaches popup (1.5h) - 2h,2,1.5,2023-10 → 2024-05,8,yes,
b7907609-e138-46c2-a6f2-ef5478d818c5,Autofleet,presentation - 38h,38,,2018-03 → 2018-03,1,yes,
73a7ca67-b1a2-42b9-8b5b-a15e3c5b4101,Autofleet,website - 61.5 hrs,61.5,,2018-03 → 2018-03,1,yes,
5a8d4055-d800-41f6-a051-eb53c1dd2272,Autofleet,icon and illustration- 27h,27,,2018-03 → 2018-03,1,yes,
4a8de5e0-12b4-4b9d-aef1-0d448aeba5e3,Autofleet,website wix - 52.5,52.5,,2018-04 → 2018-04,1,no,
db3089f6-f921-47bb-810d-e72843c5e9b2,Autofleet,Driver App (15hrs) - UX - 15h,15,15,2018-04 → 2018-04,1,yes,
6a247e4c-1176-4cd9-a056-e4c38f77b2a9,Autofleet,Driver App (30hrs)- UI - 47.5hr,47.5,30,2018-04 → 2018-04,1,yes,
49484634-186f-4617-b50c-0e723c0520b1,Autofleet,Driver App (8 hrs)- Production - 4.5h,4.5,8,2018-04 → 2018-04,1,yes,
dc097f93-4a76-49de-b057-d5b5596c7f17,Autofleet,onboarding (9) - 13h,13,9,2018-04 → 2018-04,1,yes,
a8b3d4df-eb53-4300-ba8b-8e241378e295,Autofleet,dashboard (3) - 10h,10,3,2018-04 → 2018-04,1,yes,budget-vs-actual-far
1f76e009-17e7-4d76-816c-2bfd86d318d0,Autofleet,pre-shift (4) - 6.5h,6.5,4,2018-04 → 2018-04,1,yes,
1e9eeb57-199f-41c2-bc3a-e5649b1e938e,Autofleet,shift (6) - 4,4,6,2018-04 → 2018-04,1,no,
ed956e7f-faff-4595-b579-bb3ec8dc7c2a,Autofleet,report (3) - 3.5h,3.5,3,2018-04 → 2018-04,1,yes,
2484f5e3-c9fc-4c6c-8441-0bab8acb264a,Autofleet,report illustrations (4) - 4h,4,4,2018-04 → 2018-04,1,yes,
dc4e5b13-8be1-40c3-9df3-d4f8f30ba4f9,Autofleet,app illustration-3h,3,,2018-04 → 2018-04,1,yes,
cafdacf2-bf62-4efa-8d4f-badb3009498c,Autofleet,animation for locomotion - 0.5hrs,0.5,,2018-05 → 2018-05,1,yes,
d337e23c-c5d4-474e-866e-0bab7000724c,Autofleet,loader animation- 1 hr,1,,2018-05 → 2018-05,1,yes,
d40014f7-c717-4ab9-a421-6cdc16cda819,Autofleet,Sticker - 0.25h,0.25,,2018-05 → 2018-05,1,yes,
a277d8d1-555c-4c4b-b7ac-ca65037b8296,Autofleet,Air Freshner - 1h,1,,2018-05 → 2018-05,1,yes,
067a22da-af10-49af-b3d5-a1612e38bbcf,Autofleet,Dashboard (88hr from client) - 91,91,88,2018-06 → 2018-06,1,yes,
3f5003ca-df33-4abd-a684-080ff66632a9,Autofleet,Disaibled Button On Driver App - 0.5hr,0.5,,2018-07 → 2018-07,1,yes,
a111dd20-9238-4439-9b10-ed71c65a7b7b,Autofleet,Avis Presentation (16 Hours from client) - 7.75h,7.75,16,2018-07 → 2018-07,1,yes,
6583a836-3f2a-4eda-97a9-6300baf88442,Autofleet,edit driver - managment - 1.5 hr,1.5,,2018-07 → 2018-07,1,yes,
c801458e-37d3-416f-83b9-0ca5adfcee62,Autofleet,No data - Gauges - 0.5,0.5,,2018-08 → 2018-08,1,no,
6dfcfd89-3036-4b42-8d1c-69c81f2c7064,Autofleet,Car avatars - 1,1,,2018-08 → 2018-08,1,no,
41ee8baf-aab9-4eb1-aeef-602ca53c853b,Autofleet,Phone call meeting - 0.5,0.5,,2018-09 → 2018-09,1,no,
92d363fb-4b33-4fbe-83be-74187306b381,Autofleet,3 More Business Cards - 0.5h,0.5,,2018-10 → 2018-10,1,yes,
6ce6178c-6e54-43fa-b801-2833e58f5bce,Autofleet,Gauges - 4hr,4,,2018-09 → 2018-09,1,yes,
7370207a-ecfe-43d6-9123-d50bf2f22068,Autofleet,CES booth design - 6,6,,2018-10 → 2018-10,1,no,
7cc55694-146c-4831-a787-86c564d916b7,Autofleet,Report screen - 10hrs,10,,2018-11 → 2018-11,1,yes,
6e1d44c1-3436-4e15-a464-ecd3f21b36f1,Autofleet,B.card for Adam - 0.5h,0.5,,2018-12 → 2018-12,1,yes,
f0e75c4e-db1a-4c04-81eb-d402a6eabce5,Autofleet,Reports - 26h,26,,2018-12 → 2018-12,1,yes,
67ae2e7e-1013-4b1f-aa71-0f3c5862a250,Autofleet,Time sensitive report - 1.5h,1.5,,2019-01 → 2019-01,1,yes,
c2c49bfd-f8f6-49ab-acb7-71778381c3d2,Autofleet,Booth design - 2h,2,,2019-01 → 2019-01,1,yes,
47b4a413-56c1-4e7e-9964-eaa81b572021,Autofleet,B. card for Zohar - 0.25h,0.25,,2019-02 → 2019-02,1,yes,
58ed3e8f-34b5-4a25-b449-cc2657413f01,Autofleet,Header Illustration & Animation (54)- 59.5 h ,59.5,54,2020-03 → 2020-04,2,yes,
41a26205-44df-4b31-abe0-518429b94bf8,Autofleet,Solution Icons (10) - 10h ,10,10,2020-03 → 2020-04,2,yes,
266eb241-b791-432c-bdc2-d31a418d2ace,Autofleet,Our Partners (2) - 2h,2,2,2020-03 → 2020-04,2,yes,
2b3ef94a-9285-433f-a2ad-9520cf578af9,Autofleet,How It Works (16) - 15.75h,15.75,16,2020-03 → 2020-04,2,yes,
a9d9a0c5-5f36-4621-8c95-2a997f3c3d68,Autofleet,Covid 19 Section & Notification (4) - 4h,4,4,2020-03 → 2020-04,2,yes,
bb16528b-69a9-40bb-8235-e6a543fb127a,Autofleet,Contact Section & Popup (4) - 4h,4,4,2020-03 → 2020-04,2,yes,
6de9e52b-f7b6-4c02-b359-45daff31ee6d,Autofleet,Mobile adaption - 3.25h,3.25,,2020-04 → 2020-04,1,yes,
237c3365-b574-454b-9429-a3f9fedf904f,Autofleet,General fixes - 0h,0,,2020-04 → 2020-04,1,yes,
fd919875-92bd-48f5-bfba-173bef0f2ab5,Autofleet,Header forms - 0.75h,0.75,,2020-04 → 2020-04,1,yes,
ae80665e-c78f-4faf-9327-0242a04c631f,Autofleet,Wix Home page update (12-15) - 16.25h,16.25,15,2020-04 → 2020-04,1,yes,budget-range
3b457cb7-8c97-474f-b42d-f52c7e316bb7,Autofleet,Driver App - Package Drilldown - 18h,18,,2020-04 → 2020-05,2,yes,
2b2d5e5c-094a-434a-9f70-94fbf011b089,Autofleet,Delivery Facebook Campaign (12) - 11.5h,11.5,12,2020-05 → 2020-05,1,yes,
b1a1e45c-86c1-43ba-9894-0ebe9618fb43,Autofleet,3d Vehicles Icons (60+5) - 66.75h,66.75,65,2020-06 → 2020-07,2,yes,budget-sum
49c72f8b-06f9-411d-8929-fb44768caa14,Autofleet,Toolbox Illustrations & Icons - 5.5h,5.5,,2020-08 → 2020-09,2,yes,
4b020eac-fcfd-4443-b162-905e65b53018,Autofleet,Driver App Stop Point Info Redesign (12-18) - 17.5h,17.5,18,2020-09 → 2020-10,2,yes,budget-range
220788e2-4706-42dc-96f6-b9751d3d4ca3,Autofleet,3D Bicycle & Scooter (24) - 20h,20,24,2020-10 → 2020-11,2,yes,
09b76be2-194a-4b73-9566-3d9166ecc8c6,Autofleet,Tool Tip Design Update - 2h,2,,2020-11 → 2020-11,1,yes,
aa9f5bc1-8a57-442e-8734-72ceaa84e1f1,Autofleet,Dashboard New Screens - Leasing (24) - 17h,17,24,2020-11 → 2020-12,2,yes,
bda4a752-ed94-4a45-8429-a6b6cfc51d23,Autofleet,Driver App - Ride Details (4-6) - 5.5h,5.5,6,2021-01 → 2021-01,1,yes,budget-range
b86dc977-c831-4dd7-ac1e-49ee40fa787d,Autofleet,Vehicle on map icon (3) - 2.25h,2.25,3,2021-02 → 2021-03,2,yes,
9e7efd89-30da-44a0-9cd8-a6c4b4a6bf5e,Autofleet,Fuel icon for driver's app - 1h,1,,2021-03 → 2021-04,2,yes,
94eef484-7965-4352-b3ae-9747f374d35a,Autofleet,Quote update -0.75h,0.75,,2021-03 → 2021-04,2,yes,
8baf879d-6324-4db3-9610-b4ffe4aee6c3,Autofleet,Product Settings Screen (14-18) - 17.5h,17.5,18,2021-03 → 2021-04,2,yes,budget-range
a2bc04d7-cbc0-480b-9dee-6a0911d3b961,Autofleet,Exporting asset - 0.25h,0.25,,2021-04 → 2021-04,1,yes,
8e32752f-1c0f-472f-a6c9-a5d340080532,Autofleet,Indonesian partnership - 2.75h,2.75,,2021-04 → 2021-04,1,yes,
426b3a88-a4b3-4b51-8028-c10272c88505,Autofleet,New Page for Website - EV (90) - 58h,58,90,2021-04 → 2021-06,3,yes,
e30467f2-12cb-47db-9af6-3ccffd9b2e50,Autofleet,New Page for Website - VaaS (60) -47.75h,47.75,60,2021-04 → 2021-06,3,yes,
41915710-0bdb-4806-811b-3ffc443fe2d5,Autofleet,Export & QA (20) - 2h,2,20,2021-04 → 2021-06,3,yes,budget-vs-actual-far
1ae42b57-3376-4a64-8319-04563678ca73,Autofleet,Update for Presentation (0.5) - 0.5,0.5,0.5,2021-04 → 2021-05,2,no,
8450a14d-8c4b-4acc-afe5-876227e1492b,Autofleet,Business card - Tal - 1.25h,1.25,,2021-05 → 2021-06,2,yes,
a46ac36c-a52b-45cf-8375-6ded89251530,Autofleet,New feature for Control Center - 24.25h,24.25,,2021-05 → 2021-08,4,yes,
092445a7-0a8c-46a3-b4b9-78ae7bf9d1f1,Autofleet,T-shirt (4h)-4h,4,4,2021-07 → 2021-08,2,yes,
b66fb0bc-11e4-4369-9aef-bbdfc51d8787,Autofleet,Passenger Web App (26-32) - 31h,31,32,2021-08 → 2021-08,1,yes,budget-range
beaee26d-3bc1-46b6-9ff0-f5a5be0ade1c,Autofleet,Booth Move - 16.5h ,16.5,,2021-10 → 2021-11,2,yes,
1f0a8a4e-edcd-4f66-815e-5d7e2306e160,Autofleet,Business card - 0.5h,0.5,,2021-10 → 2021-11,2,yes,
5f7e0e90-9925-4d7f-a3fa-8a1f2b7d2ad8,Autofleet,Raising post -6.5h,6.5,,2021-10 → 2021-11,2,yes,
b6d35ddb-585f-407e-bfe5-5e6f9a188471,Autofleet,Ride tracker feature - 16h,16,,2021-10 → 2021-11,2,yes,
e9fbe8b5-d4ce-4acd-985b-808553330d88,Autofleet,AutoFleet CES Booth - 4h,4,,2021-11 → 2022-04,6,yes,
519076cc-dea7-493f-a4ec-89584c1ecd9b,Autofleet,Shuttle 3D car (14-16)  - 15 hrs,15,16,2021-11 → 2022-04,6,yes,budget-range
33c5afe6-3c90-44f2-b5f3-d790e1bf1cb3,Autofleet,Purchase of model - 1.5h ,1.5,,2021-11 → 2022-04,6,yes,
