task_id,client,title,hours,budget,window,months,has_unit,flag
1a41da23-5ad6-4fb1-9786-c98ee337e83e,Blazepod,Engines Illustrations (7) - 2h,2,7,2020-01 → 2020-08,8,yes,budget-vs-actual-far
b8725f08-8a2d-4114-b9ba-ab591ad9601e,Blazepod,Sign up (5) - 3.5,3.5,5,2020-01 → 2020-08,8,no,
afe7d299-377b-4b84-83f2-598e93ab5b59,Blazepod,Box Design (28h)  - 29.25h ,29.25,28,2020-01 → 2020-02,2,yes,
a4b4c603-dc71-4a46-9598-3d7923574eb7,Blazepod,Logo finishes - 8h,8,,2020-01 → 2020-02,2,yes,
a03eba6d-38db-42d8-b837-aa9bdd8181b7,Blazepod,Create flow (3) - 3.25,3.25,3,2020-01 → 2020-08,8,no,
685d64a8-5503-4d35-9747-9d6e584b766c,Blazepod,Monitor game (2) - 4,4,2,2020-01 → 2020-08,8,no,
800605d7-f496-491e-b41e-baf9d990d076,Blazepod,Shterny - 1.25,1.25,,2020-01 → 2020-08,8,no,
7137282b-7ece-4dd0-a326-43877707c336,Blazepod,log in (0.5) - 0.5,0.5,0.5,2020-02 → 2020-08,7,no,
82241d92-282d-432d-850e-896aac1a7321,Blazepod,fix general comments from last call + finishing touchs (2) - 8,8,2,2020-02 → 2020-08,7,no,budget-vs-actual-far
a6c6a341-de10-419e-a345-2b9d660f798c,Blazepod,Shterny's copy + applying new font (2) - 1.5,1.5,2,2020-02 → 2020-08,7,no,
049149e7-0623-4937-9085-0c7dbc33b185,Blazepod,pod settings - tool tips (2) - 2,2,2,2020-02 → 2020-08,7,no,
32dc3e5b-899c-45dc-8892-b6e11c781516,Blazepod,predefined - setting per engine open+closed (4) - 6.5,6.5,4,2020-02 → 2020-08,7,no,
6dbdcebb-8c4c-487c-83ca-e04141c0ba86,Blazepod,create screen - settings per engine (4) - 6,6,4,2020-02 → 2020-08,7,no,
36ba02b0-235e-482f-9eee-590182a53634,Blazepod,explore - new flow (6) - 5.75,5.75,6,2020-02 → 2020-08,7,no,
d179946e-f233-47e6-8be7-79d7d1de867f,Blazepod,countdown + monitor game - per engines (4) - 5.5,5.5,4,2020-02 → 2020-08,7,no,
298ca07a-c7bb-498d-b6dc-3e32253b332b,Blazepod,score screen per engines (3) - 6.25,6.25,3,2020-02 → 2020-08,7,no,
a3aad7bc-ecf9-43b0-bce8-ef94a44fbb0b,Blazepod,"zeplin, export, dev (10) - 4.75",4.75,10,2020-02 → 2020-08,7,no,
6b6db5f5-fd6b-454b-80b2-4a5d35b47a25,Blazepod,style guide (12) - 24.75,24.75,12,2020-02 → 2020-08,7,no,
5a7b0ab5-b3db-495a-911a-444c11ead324,Blazepod,History score screen per engines (3) - 2,2,3,2020-02 → 2020-08,7,no,
d73d35b2-140a-4bb1-b68a-6d33547b56bc,Blazepod,Analytics main screen flow - 5,5,,2020-02 → 2020-08,7,no,
7384a25c-ce83-45da-840e-6feeed7f3c99,Blazepod,Player History screen (2) - 2,2,2,2020-02 → 2020-08,7,no,
00e86002-d623-4c59-bf53-c899ed152ff5,Blazepod,Illustrating c4 pod (4) - 4.5,4.5,4,2020-02 → 2020-08,7,no,
fda8065a-85a4-4de3-b6a3-58e311c93a30,Blazepod,Illustrating engines (8) - 8.5,8.5,8,2020-02 → 2020-08,7,no,
d35dd8ec-b302-4273-a878-7ebd558d17b9,Blazepod,Dev - 11h,11,,2020-04 → 2020-08,5,yes,
3390698d-1a86-4b23-9039-5295dbc714ad,Blazepod,App screens - 7.75,7.75,,2020-04 → 2020-08,5,no,
3c4c1b01-d814-4c79-ab54-0b44705583a2,Blazepod,4D & Animation - 2h,2,,2020-04 → 2020-08,5,yes,
1181106e-146e-410c-97f9-8cd0767bcb47,Blazepod,Illustrating engines - 2h,2,,2020-04 → 2020-08,5,yes,
84678397-d878-4dd3-9204-47150b80ab2b,Blazepod,dev - 1.75,1.75,,2020-05 → 2020-08,4,no,
3f8102dc-fae8-4f27-8536-353307e5acbf,Blazepod,new screens - 53.5h,53.5,,2020-05 → 2020-08,4,yes,
1352e672-dd57-4e73-a693-8041af4b74e7,Blazepod,Illustrating engines - 2.75h,2.75,,2020-05 → 2020-08,4,yes,
c1a69c2f-8a8a-404f-960e-0f1bfb4abaf1,Blazepod,new screens - 6h,6,,2020-06 → 2020-08,3,yes,
a5e36e44-2209-4050-8cec-f5d0b53251c8,Blazepod,Illustrating engines - 0.5h ,0.5,,2020-06 → 2020-08,3,yes,
51328986-f858-46c9-99f3-2bcd2f787f63,Blazepod,June Tasks Doc (34-40) - 38h,38,40,2020-06 → 2020-08,3,yes,budget-range
d61bd2a8-66fe-4e11-bf59-e2b4652efe77,Blazepod,exports - 2.5h,2.5,,2020-06 → 2020-08,3,yes,
52c03675-f75b-42ce-8f02-3c6c5e58e407,Blazepod,Onboarding animations + Tips carousel (8-10) - 28.75h,28.75,10,2020-06 → 2020-10,5,yes,budget-range budget-vs-actual-far
5b9fc218-7ba6-45a1-aea0-018fdf148665,Blazepod,Application tips (4) - 6h,6,4,2020-06 → 2020-10,5,yes,
4dfd8491-a130-41aa-a1e8-76df50ec62f7,Blazepod,Exercise styleguide (9+8) - 18.25h,18.25,17,2020-06 → 2020-10,5,yes,budget-sum
91dc4502-371a-406f-8926-61fab7c8da4d,Blazepod,App store/google store Pictures (10-16) - 26.25h,26.25,16,2020-06 → 2020-10,5,yes,budget-range
2a1dd78e-46ed-469c-ba30-6ba939312218,Blazepod,General Requests - 13.5h,13.5,,2020-07 → 2020-10,4,yes,
ac7c2e50-a9a6-4854-8df1-2f8179f05b2b,Blazepod,General Requests  - 34.5,34.5,,2020-08 → 2020-10,3,no,
ed872cda-eb22-4e52-ba04-f72ae79c29df,Blazepod,App store/google store pictures - 13h,13,,2020-09 → 2020-10,2,yes,
4929faa4-6b85-4e70-a0ab-d98d17db6104,Blazepod,Academy clips (40) - 6.25h,6.25,40,2020-09 → 2020-10,2,yes,budget-vs-actual-far
c988d1c0-a622-4cdf-814c-ffd258014882,Blazepod,App store/google store pictures videos - 5.5h,5.5,,2020-10 → 2020-10,1,yes,
58fffc00-6808-4f6f-9b25-2de5c63917df,Blazepod,General - 23.5h,23.5,,2020-10 → 2020-10,1,yes,
f2cdad04-5cfc-4ceb-b9d0-880a97497c09,Blazepod,Academy Clips (34+4 sound) - 40.75h,40.75,38,2020-10 → 2020-10,1,yes,budget-sum
0a7ef493-365c-4258-9f92-9c06646126a5,Blazepod,IPAD Adaptations (140-180) - 30h - FINAL,30,180,2020-10 → 2021-01,4,yes,budget-range budget-vs-actual-far
5ef4ecd4-804a-4c52-85f2-ec8527f9666e,Blazepod,General tasks - 38.25h,38.25,,2020-11 → 2021-01,3,yes,
b171de75-9ace-4be2-8006-0e9ea2b790b2,Blazepod,App landing page - 5.5h,5.5,,2020-11 → 2021-01,3,yes,
3ed7f34a-7ffd-4a77-9329-fb97cb52c141,Blazepod,General tasks - 59h,59,,2020-12 → 2021-01,2,yes,
5e4f4aa8-877f-4e05-a0d5-4ec028b08c0f,Blazepod,Package & manual (40) - 64.5h,64.5,40,2021-01 → 2022-04,16,yes,
eaece031-b115-4c63-90e0-d98c14a6d112,Blazepod,General tasks - 81.75h,81.75,,2021-01 → 2021-02,2,yes,
a792799e-64a1-4e2a-9955-dbb35e0ad73b,Blazepod,General tasks - 82.25h,82.25,,2021-02 → 2021-03,2,yes,
72f5f5df-1716-48c9-b93a-074a29a97891,Blazepod,General tasks - 59.25h,59.25,,2021-03 → 2021-04,2,yes,
88ec46c3-7278-41a0-ae41-12d449e087cc,Blazepod,General tasks - 72.25h,72.25,,2021-04 → 2021-05,2,yes,
d4ae4613-fda0-4394-93eb-6ee7ee6e5656,Blazepod,Manuals - 9.5h,9.5,,2021-04 → 2021-04,1,yes,
6609ed7a-9e8f-4fca-84b3-9b59b166ce83,Blazepod,BlazePod Academy video - tests feature (4h+2h sound) - 14.75h,14.75,6,2021-05 → 2022-04,12,yes,budget-sum
4cc17b1f-a8ed-41b7-853b-9ebe53639f93,Blazepod,General tasks - 43.5h,43.5,,2021-05 → 2021-06,2,yes,
3241fdf8-2b98-4a70-8455-dbe296b0bc00,Blazepod,General tasks - 59.5h,59.5,,2021-06 → 2021-07,2,yes,
d5af9cdd-e752-4efb-8e97-26e401bb3b8a,Blazepod,cutting images - 9.25h,9.25,,2021-07 → 2021-07,1,yes,
4bd955c0-075b-4229-8b50-c2a5058d7101,Blazepod,General tasks - 83.75h,83.75,,2021-07 → 2021-08,2,yes,
7491e95f-3195-47a5-80d0-539e9fed228f,Blazepod,cutting images - 5.5h,5.5,,2021-07 → 2021-08,2,yes,
5298fc66-440d-411e-bc7d-fe8302969e41,Blazepod,New Animation (1h)-1.75h,1.75,1,2021-07 → 2021-08,2,yes,
cd3e02c5-c641-430d-88ec-87b5a564551f,Blazepod,General tasks - 55h,55,,2021-08 → 2021-09,2,yes,
1901d392-c975-4d51-92f4-93a6649147e7,Blazepod,General tasks - 14.5h,14.5,,2021-09 → 2021-10,2,yes,
44bed518-55c3-4b86-bbc5-c2dc00f1e016,Blazepod,General tasks - 26.75h,26.75,,2021-10 → 2021-11,2,yes,
1677f6b5-8ea2-4f18-ab19-952be3e4b386,Blazepod,Achievement design - 5.75h,5.75,,2022-03 → 2022-09,7,yes,
91d273d5-dec3-416c-820c-a21d8705bfdd,Blazepod,Pod vector design (6h) - 6,6,6,2022-03 → 2022-09,7,yes,
c0ea31d3-8679-4d68-8839-e27bfb009eb3,Blazepod,Engine Lottie animation - 3.5h,3.5,,2022-03 → 2022-10,8,yes,
29183d6d-90a2-4998-a190-fd73e9715c32,Blazepod,Collection - 2.5h,2.5,,2022-05 → 2022-07,3,yes,
971b2cd5-4e94-4b45-825c-4af4eb3ad848,Blazepod,Zeplin - 3.5,3.5,,2022-05 → 2022-07,3,no,
1657906d-1433-420f-83df-64308d47ecf6,Blazepod,Academy video - 7h,7,,2022-06 → 2022-07,2,yes,
ea9ac437-805d-4097-80c2-44b8e3bd6239,Blazepod,App Icon - 1.5h,1.5,,2022-06 → 2022-07,2,yes,
f2843053-45da-4dac-9901-ddbf9aa086d8,Blazepod,Figma conversion (3h) - 2.5h,2.5,3,2022-06 → 2022-07,2,yes,
6fd06f04-92cc-43e6-baf7-e0cd95b8a350,Blazepod,Exporting assets for website animations - 4.5,4.5,,2022-06 → 2022-07,2,no,
277f57f2-25c0-4377-af1c-a11fab0c3a54,Blazepod,Random logic - Video pilot (12h) - 12h ,12,12,2022-08 → 2022-11,4,yes,
dc8c623f-c728-460e-b4fe-28cc9a9b1808,Fiverr,SMB help clip - 22h ,22,,2020-03 → 2020-03,1,yes,
79fc060b-c365-4a98-b3ef-8e81e297dc2c,Fiverr,UX Wireframes (4) - 4h,4,4,2020-03 → 2020-05,3,yes,
c6059f8a-d64f-4ca1-9eb0-7346bbcd13b9,Fiverr,Visual research (4) - 6.5h,6.5,4,2020-03 → 2020-05,3,yes,
b7eeec2f-f122-4cf0-81de-8af94b9eb8f0,Fiverr,Design Concepts (8) - 6.25h,6.25,8,2020-03 → 2020-05,3,yes,
7f4e3aa8-922a-4e6f-9277-abf40b8e6b4a,Fiverr,Full Design (24) - 19.5h,19.5,24,2020-03 → 2020-05,3,yes,
37ba755d-482e-4952-b45b-9769b7d95a36,Fiverr,And.co animations (11) - 11.75h,11.75,11,2020-04 → 2020-05,2,yes,
3412452e-4c89-4d3c-b3fc-e751da01e4a6,Fiverr,Inbox - Filtered out (1.5) - 5.25h,5.25,1.5,2021-08 → 2021-08,1,yes,budget-vs-actual-far
61ff8f03-4883-402a-bd57-a0c4ae8e2db0,Fiverr,Manage orders (3) - 9.75h,9.75,3,2021-08 → 2021-08,1,yes,budget-vs-actual-far
c821d574-4b59-49ba-9e94-7196c4ee507b,Fiverr,Become a seller (3/6) - 14h,14,6,2021-08 → 2021-08,1,yes,budget-multi
4cc13f62-f700-4747-952a-173540cb452e,Fiverr,Manage requests (1) - 2h,2,1,2021-08 → 2021-08,1,yes,
6df0a187-5d7d-4e04-9d11-d392b95c4750,Fiverr,No search results (2) - 5.5h,5.5,2,2021-08 → 2021-08,1,yes,
bd908312-90b4-4d39-9590-3a821016779e,Fiverr,My gigs (1) - 3.75h,3.75,1,2021-08 → 2021-08,1,yes,budget-vs-actual-far
e0672a48-28c2-472a-bec4-aef6f3ec9a60,Fiverr,Favorite gig (1) - 1.25h,1.25,1,2021-08 → 2021-08,1,yes,
3d35e217-451b-46f5-9eab-59ee50fae9ad,Fiverr,Payment order (2) - 0.5h,0.5,2,2021-08 → 2021-08,1,yes,budget-vs-actual-far
a5fe47dc-76c1-4251-afdb-08e6c4359e17,Fiverr,Congrats (2) - 4.25h,4.25,2,2021-08 → 2021-08,1,yes,
732ea45e-7e3f-492b-8f94-b9b897d1bbd3,Fiverr,Downtime (2) - 2.5h,2.5,2,2021-08 → 2021-08,1,yes,
e83518f7-5cfd-4f42-a71b-c4d625a6f66a,Fiverr,References & 1 General Design Draft (16) - 18h,18,16,2021-09 → 2022-04,8,yes,
781860dc-b999-4917-889c-e380ba7e4725,Fiverr,Choosing 5 elements for each category (8) - 4.75h,4.75,8,2021-09 → 2022-04,8,yes,
b4e45356-5676-4297-a0d0-6e26a3ef929e,Fiverr,3 Animations (64) - 87.5h,87.5,64,2021-09 → 2022-04,8,yes,
07767861-cff7-46fd-a9e7-57047e6ffbde,Fiverr,Seller review(3) - 1.25h,1.25,3,2021-09 → 2021-09,1,yes,
ebfa408d-86ae-4984-bdeb-797ad626fe42,Fiverr,Congrats first purchase (1) - 3.5h,3.5,1,2021-09 → 2021-09,1,yes,budget-vs-actual-far
e3a2dd8b-e189-45c8-8d6c-ae05086973a5,Fiverr,Manage requests NEW - 1.75h,1.75,,2021-09 → 2021-09,1,yes,
8b3f13c7-8de9-4c42-8a39-a50bb207ad88,Fiverr,no internet(2/3)  - 4h,4,3,2021-09 → 2021-09,1,yes,budget-multi
649297b5-2d73-477e-9bf8-5ffccd389fb1,Fiverr,Something went wrong NEW - 3.25h,3.25,,2021-09 → 2021-09,1,yes,
c5c73eea-9f5f-422e-b779-ec36bded5a90,Fiverr,Invite a friend - 3.75h,3.75,,2021-10 → 2021-10,1,yes,
5de92d26-9c3e-43cf-b671-5e1a973adcaa,Fiverr,My custom offer - 0.75h,0.75,,2021-10 → 2021-10,1,yes,
2f6569a8-efd8-49a5-893a-c60c7cc97895,Fiverr,No results Magnifier - 3.75h,3.75,,2021-10 → 2021-10,1,yes,
f5cea47a-8168-4724-a722-a95c84862d79,Fiverr,No search results inbox - 4h,4,,2021-10 → 2021-10,1,yes,
75772f3f-a1e8-40e2-bac2-005bdc6b6462,Fiverr,Animation (48)- 49.25h,49.25,48,2021-12 → 2022-04,5,yes,
7a680ff8-7afe-4119-8f95-560c3e5934f4,Fiverr,Design (6) - 5.75h,5.75,6,2021-12 → 2022-04,5,yes,
15971795-cf69-4211-bcfb-22b79db2be29,Fiverr,Fiverr - income sync animation (4h) - 4h,4,4,2022-02 → 2022-04,3,yes,
f6be5b11-c370-4988-831a-533ad59cc227,Fiverr,Fiverr - logo maker animations  (25h) - 20h,20,25,2022-03 → 2024-05,27,yes,
e85dcd69-019c-4bb9-9682-aa023a41eb1c,Fiverr,Fiverr - Animated illustrations (12h) - 11.5,11.5,12,2022-04 → 2024-05,26,yes,
e93dd7c5-e879-499f-9566-7016a32d067b,Double,Widget Design (30) - 30h (14/06/2020) ,30,30,2020-06 → 2020-08,3,yes,
9796d0ce-9275-449d-adab-970cccaef66c,Double,Widget Animation (6) - 6h,6,6,2020-06 → 2020-07,2,yes,
3a4e3fff-79f4-41c7-b5b8-f151a90568ae,Double,Stationery Design - 7h,7,,2020-06 → 2020-10,5,yes,
0e762452-5326-4ba4-a629-4f000aed8225,Double,Widget Additions - 6h,6,,2020-06 → 2020-08,3,yes,
005c73fa-87dd-4457-83f3-bbe75a6cb872,Double,UX (24-28) - 18.5h,18.5,28,2020-06 → 2020-08,3,yes,budget-range
9dc82dd2-c7d5-4c34-90bc-c54a29a21c23,Double,UI (48-56) - 70.25h,70.25,56,2020-06 → 2020-09,4,yes,budget-range
d48b1c3f-beca-4eb4-bcf3-80c4dd46bae5,Double,Mobile (20-24) - 2.75h,2.75,24,2020-06 → 2020-08,3,yes,budget-range budget-vs-actual-far
3be2d230-0fe9-4a6d-842f-b72b8411b57b,Double,Export for Dev & Styleguide (8-12) - 6.75h,6.75,12,2020-06 → 2020-09,4,yes,budget-range
f66c495c-c374-4632-9173-df62cb458914,Double,Website Copy (28) - 30h,30,28,2020-07 → 2020-11,5,yes,
bc6c63ae-4d50-4346-a3da-fca41409302d,Double,Website Wireframe (5)  - 4h,4,5,2020-07 → 2020-10,4,yes,
1baf9de3-d6b8-471b-aaf9-e11be9199c0a,Double,Full Website Design (40) - 62.75h,62.75,40,2020-08 → 2020-11,4,yes,
7fbe2c00-d4a0-4a72-bc5a-9e27de99cc8c,Double,9+3 Animations - Design & Animation (24) - JUST STATIC for now - 26h,26,24,2020-08 → 2020-10,3,yes,
98580f49-8eb0-48da-b666-f9132d27b345,Double,Main Header Design & Animation (14) - 46h,46,14,2020-08 → 2020-10,3,yes,budget-vs-actual-far
74f78e2b-1cc5-4dce-b5ec-2e917b67cc46,Double,Solution Overview Animation (10) - 12h,12,10,2020-08 → 2020-11,4,yes,
fe4cff48-44df-49b4-bf6f-70aad8b530e7,Double,Mobile Website (8) - 14h,14,8,2020-08 → 2020-10,3,yes,
315ff40e-a4f1-4e6f-8b0c-f9e3ce8f4e64,Double,Develop + Styleguide (5) - 5h,5,5,2020-08 → 2020-10,3,yes,
b2343b4b-a22a-47a5-91bc-71efdc56f883,Double,Email Signature Update - 0.5h,0.5,,2020-08 → 2020-09,2,yes,
cf86e68d-9ee0-43df-a975-7650a8a99314,Double,Webflow (20) - 20h,20,20,2020-08 → 2020-10,3,yes,
35352e82-c4fe-4828-989f-96c8f9b0e846,Double,2 Widget Features - 18,18,,2020-08 → 2020-10,3,no,
c988a453-d5d6-4bfe-9a5f-f793448a7015,Double,Notebook Cover Design - 1h,1,,2020-08 → 2020-10,3,yes,
822abac9-05f2-485f-9d7d-8d78009207c7,Double,Sign in illustration export - 0.25h,0.25,,2020-08 → 2020-09,2,yes,
7bc9f0c8-8d07-48cd-849b-cbc20e5f3390,Double,Brand Backgrounds & Patterns - 5h,5,,2020-09 → 2020-11,3,yes,
6001397b-2d93-4936-a57b-ca5279d6ebcc,Double,Processing fee covering - 3.75,3.75,,2020-10 → 2020-11,2,no,
b51efab1-7f1e-4caf-92e1-a5ec2de27d52,Double,Processing fee covering Animation - 1h,1,,2020-10 → 2020-11,2,yes,
61bf400d-3d0f-487e-86f9-013b78e17ace,Double,Social Cover Photos - 3h,3,,2020-10 → 2020-11,2,yes,
21b5f1f5-2a1e-49eb-b613-d455f17bc609,Double,Website Additions - 5h,5,,2020-10 → 2020-11,2,yes,
136ea895-b384-4dd4-af5a-9b7a5e07f8db,Double,Widget Additions - 1.75h,1.75,,2020-10 → 2020-11,2,yes,
0bdd9991-3220-4bf1-b7c0-f03610a438f1,Double,B.card update - 0.5h,0.5,,2020-10 → 2020-11,2,yes,
13e4907d-6916-4f52-a18a-6113b0655361,Double,Donsplus - Dashboard Updates (24) - 26.5h,26.5,24,2020-12 → 2021-01,2,yes,
4f92436b-8432-4b16-afcf-387e233b64d1,Double,Donsplus Banners (2)- 2h,2,2,2020-12 → 2021-01,2,yes,
12c6a641-de36-485d-b593-aa74ae53c1e5,Double,Donsplus Support image (2) - 2h,2,2,2020-12 → 2021-01,2,yes,
4cbb50e7-4966-4d6a-b11a-fc1b82fe8165,Double,Dashboard Updates - 3h,3,,2021-01 → 2021-01,1,yes,
06a3bd12-3566-4f90-b055-9ebeebb05906,Double,Dashboard updates (10) - 10.75h,10.75,10,2021-02 → 2021-03,2,yes,
74c6060e-492c-48c2-8de3-24f1cd67fb92,Double,Recurring donations upsale (19) - 16.25h,16.25,19,2021-03 → 2021-08,6,yes,
a8a7dffa-08dc-4f82-8aad-a28b36dfe4e5,Double,Multiple Assignments - 1h,1,,2021-03 → 2021-03,1,yes,
728f823f-07ab-44f3-8637-d64da2ee9777,Double,3 small tasks (18-20) - 14.25h,14.25,20,2021-03 → 2021-08,6,yes,budget-range
e472771a-d4fe-4817-9e7d-b711d56a448d,Double,Widget Description - 5-8/4 - 2.5,2.5,,2021-03 → 2023-01,23,no,
8f682205-ec84-44e2-85d4-eeffa9b95112,Double,Widget embedding - 0.25h ,0.25,,2021-03 → 2023-01,23,yes,
83ddee76-b34a-43f1-8fe7-544f49050f85,Double,Charges Tab - Dashboard - 5-8/4 -4h,4,,2021-03 → 2023-01,23,yes,
d8c68599-e5c3-43f4-bfea-eb115e1335d0,Double,Email verification illustration (8) - 5.25h,5.25,8,2021-05 → 2021-08,4,yes,
cad9ab9a-3101-4af3-a9f5-658f0ecd5ffb,Double,Website updates (26) - 80h,80,26,2021-08 → 2022-03,8,yes,budget-vs-actual-far
457a72d0-df81-47df-8ad0-4f98388d4fac,Double,3 Feature Animations (15) - 21.75h,21.75,15,2021-08 → 2021-11,4,yes,
567ff6c4-361a-41b1-884b-f273c0b1b279,Double,Company Matching Feature (?) - 11.75,11.75,,2021-09 → 2021-11,3,no,
682bb537-7ffa-41b1-afad-d8e66a8133ee,Double,Banner - 1h ,1,,2021-10 → 2021-11,2,yes,
1582fe41-bbe2-42fc-85ea-652b06e36f17,Double,CTA Nudges - 3h,3,,2021-10 → 2021-11,2,yes,
41021a34-2c0d-471b-954d-88a40a8040d6,Double,Presentation video background - 0.75h,0.75,,2021-11 → 2022-03,5,yes,
02c56c84-2947-4b1b-b1e4-d9c134a518a1,Double,Donsplus newsletter banner - 2.5h,2.5,,2021-11 → 2022-03,5,yes,
447fd6a7-ca8e-46a0-8b22-7ecb5f3f4ea6,Double,Company Matching - 5.75h,5.75,,2021-12 → 2022-03,4,yes,
62e463cb-f8b3-4519-9b24-c2ab35865e3e,Double,One Pager - 15.25h,15.25,,2021-12 → 2022-03,4,yes,
e8f5ab8b-71bb-4042-bb22-0f4c553c17ce,Double,Donsplus Widget P2P&Volunteer - 49.75h,49.75,,2021-12 → 2022-04,5,yes,
e9bc245c-ef5d-45a7-ba9f-eff9798b925d,Double,To Do list - 3h ,3,,2022-01 → 2022-04,4,yes,
0891dd8a-ccec-44ff-a9a7-344432aac0da,Double,Setting re-define -  44,44,,2022-02 → 2022-04,3,no,
a74b27d8-19d5-46c0-a55c-49351c39bec5,Double,website 3.0 desktop design - 49.25h,49.25,,2022-02 → 2022-11,10,yes,
fde315f1-fa97-4a5a-aef2-a9f604dadbfa,Double,Premium feature - 15.5h,15.5,,2022-02 → 2022-04,3,yes,
39da557c-15e3-4084-89c4-7de46bcc6477,Double,Card for swag box - 2h,2,,2022-03 → 2022-04,2,yes,
d6d3e7ce-5254-457e-8206-bd316cb904d9,Double,website 3.0 mobile - 19h,19,,2022-03 → 2022-11,9,yes,
b4064da0-2899-4068-a7f3-1ff9b4cc0a83,Double,preparing for dev - 16h,16,,2022-03 → 2022-11,9,yes,
19cde3fd-4e80-4450-b595-b4193f5bb5a7,Double,QA - 24.25h,24.25,,2022-03 → 2022-11,9,yes,
a6b226a9-d242-4e51-9e1e-617d0489bdbf,Double,website 3.0 wireframes - 8h,8,,2022-03 → 2022-11,9,yes,
8dace640-e7ae-4bcb-96ca-95bed52bf6fc,Double,Nudges update - 1h,1,,2022-03 → 2022-04,2,yes,
04796cab-6b57-4c79-8ed2-8afdf22abc6d,Double,Partners deck - 10h,10,,2022-04 → 2022-10,7,yes,
264369ca-609b-4ca1-80d6-29010afe9979,Double,Changes for dev - 8.25h,8.25,,2022-05 → 2022-11,7,yes,
5acd1518-ba6d-4c3e-b9d2-fea9d5f42aac,Double,New pricing page - 11.5h,11.5,,2022-05 → 2022-11,7,yes,
cc0312f0-c105-47b9-b48b-98efd686b698,Double,Customers deck - 4h,4,,2022-05 → 2022-10,6,yes,
48cfffa0-d5e7-4ceb-89db-256101ea3c2b,Double,Visual for a LinkedIn post - 3.25h,3.25,,2022-08 → 2022-12,5,yes,
5272a22c-cffd-4ea4-a9c5-e04dece0ca51,Double,Blog enhancement - 6h ,6,,2022-10 → 2022-12,3,yes,
7e2224ec-46eb-474e-ab45-09815b463986,Studio,summer post-9.5h,9.5,,2018-07 → 2018-08,2,yes,
70bbc183-d99b-41c0-ab9f-21818730cbb6,Arison,404 page  - 1.25h,1.25,,2021-11 → 2022-04,6,yes,
5fb55fc7-fb08-429c-9a2e-2e0f606db01b,Arison,Milestones images editing (5h)- 4.75h,4.75,5,2021-11 → 2022-04,6,yes,
3505e6eb-ded4-430f-91dd-6f4de9d45dc1,Arison,Team images (2h) -  2h,2,2,2021-12 → 2022-04,5,yes,
4a8d1b7c-909c-4f71-9646-dc0b6c9b6669,Arison,Presentation meeting - 2.5h,2.5,,2021-12 → 2022-04,5,yes,
5151fba0-db95-457f-8c38-a37363a1c494,Arison,Team section photo editing (1h) - 1h,1,1,2022-10 → 2023-02,5,yes,
c770083f-df7c-437c-8a93-a98b51805fe8,Arison,Daniel Arison photo editing - 0.5h,0.5,,2022-11 → 2023-02,4,yes,
a92d4aab-a5af-4147-92d1-a536fcaeebcf,Arison,Rest of the pages design// 7 pages (96>210h) -216.75h,216.75,210,2021-02 → 2022-04,15,yes,budget-multi
f2d580e8-f049-46ea-8c10-c203741d8ca0,Arison,"Style guide, behavior file & references (10h) -  12.75h",12.75,10,2021-08 → 2022-04,9,yes,
7804f171-cc12-4a76-b82b-ec41d3ef8023,Arison,Dev Studio guidance & QA (23>32h) - 47.25h,47.25,32,2021-02 → 2022-04,15,yes,budget-multi
8360781e-2e4e-4284-95ab-76b404cc5f16,Arison,Team section + images changes (6h) - 13.5h,13.5,6,2021-12 → 2022-04,5,yes,
4b2440b7-d93d-4101-8eb5-8f63a15c4996,Arison,Accessibility (9h) - 11.25h,11.25,9,2022-02 → 2023-02,13,yes,
366c33bb-cd13-48c7-9f6e-7e8460c98fa2,Arison,ESG image editing (2h) - 2.25h,2.25,2,2022-05 → 2023-02,10,yes,
88b3c761-a94c-4126-b576-ec95261b1d96,Nextage,Logo design (20h) - 24.25h,24.25,20,2021-04 → 2022-04,13,yes,
555f9985-b124-4598-90f6-6631bea861e2,Nextage,Home page design + visual language develop (50h) - 40.25h,40.25,50,2021-04 → 2022-04,13,yes,
d5d0ef64-4588-4e40-be60-3e053e3aabaf,Nextage,Mobile adjustments (65h) - 65.25h,65.25,65,2021-04 → 2022-04,13,yes,
b25c6a65-824b-47cf-ba58-39f5e98f2865,Nextage,404 + Legal pages (4h) - 1.25h,1.25,4,2021-04 → 2023-08,29,yes,budget-vs-actual-far
49a2eb73-264a-4c0b-bcc2-f4286e3e1b4c,Nextage,About page (20h) - 25.5h,25.5,20,2021-04 → 2022-04,13,yes,
21175b8a-028d-47a3-aa5a-91fb0098c6fb,Nextage,Services lobby page + Service template page (26h) - 30h,30,26,2021-04 → 2022-04,13,yes,
a9b95355-a52f-4e8e-8cd6-a83156f7abe6,Nextage,Portfolio page (10h) -8.5h,8.5,10,2021-04 → 2022-04,13,yes,
1c0c4131-53b1-42f1-b0e4-b1dde2640311,Nextage,Case Study page (6h) - 6h,6,6,2021-04 → 2022-04,13,yes,
7b3732d3-84d8-40b7-97ec-a71ff6163f20,Nextage,News lobby page (12h) - 8.5h,8.5,12,2021-04 → 2022-04,13,yes,
e268d37d-ac34-420c-bd1a-946d16652df8,Nextage,Website inspirations (8h) - 10.5h,10.5,8,2021-04 → 2022-04,13,yes,
d0ff3904-523c-4fdb-b331-644429444110,Nextage,Visual concepts - References (13h) - 11.5h,11.5,13,2021-04 → 2022-04,13,yes,
