task_id,client,section,original_title,clean_name,budget,budget_low,existing_estimate,title_hours,comment_hours,comment_count,unattributable_comment_hours,actual,attributable_hours,legacy_remainder,activity_from,activity_to,flag
e97329b2-c15d-4dca-b8d8-0acd5f2baa3e,Siteaware,Branding, New slides uplift - 16.5h,New slides uplift,,,,16.5,23.25,7,23.25,23.25,23.25,0,2019-02-13,2019-02-28,title-vs-comments-differ entries-exceed-title-total
c1722e1a-853a-40d1-9c03-59ea51e23907,Siteaware,Branding,One pager - 0.5h,One pager,,,,0.5,7,6,7,7,7,0,2019-02-24,2019-03-05,title-vs-comments-differ entries-exceed-title-total
fbf9745b-ea80-4759-bf58-34a2c432cff4,New Era,,Branding (75 hours from client + 18 ): ,Branding :,93,,,,,,,,,,,,budget-sum
79f39a83-323f-4a83-bc58-3b9b3c06c159,New Era,Website (40 hours from client + 40 = 80) - 90.5h,Web - 83 hrs,Web,,,,83,55.5,34,55.5,83,55.5,27.5,2018-11-07,2019-01-13,title-vs-comments-differ
769b198b-3faf-46eb-a8b9-2b51d83e784d,New Era,Website (40 hours from client + 40 = 80) - 90.5h,conversion from Branding (October 18- Nov 8th) - 34.5,conversion from Branding (October 18- Nov 8th),8,,,34.5,,,,34.5,,34.5,,,budget-multi budget-vs-actual-far
be56e392-64a3-47f7-b557-3ace3d874815,PlayStudios,Services for Website,Wordpress (300)  ,Wordpress,300,,,,,,,,,,,,
c9ccb32b-172f-4910-8f6e-fb44dda266ce,Volta,Branding (8) - 7.25 (1/9/2020ׁ) - FINAL,Kick off meeting - 2h,Kick off meeting,,,,2,2,1,2,2,2,0,2020-07-26,2020-07-26,
bc60675d-73ba-4692-a738-dce238b972af,Volta,Branding (8) - 7.25 (1/9/2020ׁ) - FINAL,Logo Update (8) - 5.25h,Logo Update,8,,,5.25,5.25,4,5.25,5.25,5.25,0,2020-07-29,2020-08-06,
e3674358-4a35-41eb-9e89-56bd2076b5d8,Volta,Website (232+61/134) (Total 293-366) - 388.5 (27/1/2021),Homepage Design (Graphic Language) (64) - 64h,Homepage Design (Graphic Language),64,,,64,62.5,27,83.5,64,62.5,1.5,2020-08-03,2020-10-20,
89d7943b-c302-462d-8cb9-447549354fa9,Volta,Development (100) - 100,Wordpress (100),Wordpress,100,,,,,,,,,,,,
23433df9-445c-46b8-81f4-e47532f7f36b,Volta,Website (232+61/134) (Total 293-366) - 388.5 (27/1/2021),Initial Wireframes (12) - 13.25h,Initial Wireframes,12,,,13.25,,,,13.25,,13.25,,,
037f398c-e624-4d2f-b9da-4791d42d5a75,Volta,3D work (110+80+16+64=270) - 412.5 (2/5/2021),3D calculator (64 - final 67) - 67h,3D calculator,67,,,67,-9,20,-9,67,-9,76,2020-12-03,2021-01-21,
ed73f908-e6c7-4b34-aabc-7be40f6f7a35,Volta,Movies - 171.75h (2/5/21),Nitsan - 1h,Nitsan,,,,1,,,,1,,1,,,
c8e137f3-ee80-412a-b432-fd2eb047b266,Volta,Website (232+61/134) (Total 293-366) - 388.5 (27/1/2021),מסלולי מימון - 1.75,מסלולי מימון,,,,1.75,,,,1.75,,1.75,,,
927c09ca-5f7b-4353-82a8-5462688eab78,Volta,Movies - 171.75h (2/5/21),Animation corrections for 1 video - 2h,Animation corrections for 1 video,,,,2,,1,,2,,2,2021-01-14,2021-01-14,
123e700d-1dc5-4fe9-a660-6d8d8a5beaec,Volta,3D work (110+80+16+64=270) - 412.5 (2/5/2021),HowItWorks (56) - 56h,HowItWorks,56,,,56,-0.75,18,-0.75,56,-0.75,56.75,2020-12-14,2021-01-13,
cf3ec928-0a48-492d-87a2-27256bded821,Volta,3D work (110+80+16+64=270) - 412.5 (2/5/2021),Beauty renders () - ,Beauty renders (),,,,,,,,,,,,,
cc679474-6580-404c-bc6c-ad897a778103,Volta,Task management,עריכת תמונת בטיחות עמוד הבית,עריכת תמונת בטיחות עמוד הבית,,,,,,5,,,,,2021-01-18,2021-01-21,
da136f7c-4393-4fc0-aacc-29e29bd950b9,Volta,Task management,התאמה למובייל האדר עמוד זמני ממליצים,התאמה למובייל האדר עמוד זמני ממליצים,,,,,,2,,,,,2021-01-21,2021-01-24,
3d5c11ee-f10a-4d1f-a9a8-7bb20667be72,Volta,Task management, עמוד פרטי - תיקון האדר למובייל,עמוד פרטי - תיקון האדר למובייל,,,,,,5,,,,,2021-01-21,2021-01-25,
7bddcdf5-a7db-4a27-bc64-5a34bff8b9a1,Volta,Task management, אייקונים עמוד עסקי במובייל ,אייקונים עמוד עסקי במובייל,,,,,,4,,,,,2021-01-18,2021-01-24,
a67e9fc0-8fb1-4a37-8d6e-c6608c67dd9f,Volta,Task management,תיקוני תמונות מייל חגית משלישי,תיקוני תמונות מייל חגית משלישי,,,,,,5,,,,,2021-01-19,2021-01-21,
fe2f33b7-bf1f-47f9-a2b9-54c0d240ad6b,Volta,Development (140) - 100,גלריית פרויקטים,גלריית פרויקטים,,,,,,,,,,,,,
54ee15a7-d882-45e4-b912-21f21f9e3bf5,Volta,Website (232+61/134) (Total 293-366) - 388.5 (27/1/2021),1-2 פופאפ - 0.75,1-2 פופאפ,,,,0.75,,1,,0.75,,0.75,2020-12-14,2020-12-14,
c2c586c2-decb-4c09-8951-1ac2a83d4d1b,Volta,Movies - 171.75h (2/5/21),Clients movies,Clients movies,,,,,,,,,,,,,
4b08957f-f023-4aeb-a189-f8c4dadc3c75,Volta,Movies - 171.75h (2/5/21),Storyboards - 34h,Storyboards,,,,34,,,,34,,34,,,
fce45ad6-b339-485e-a9e8-292c09efa6ed,Volta,Movies - 171.75h (2/5/21),Design (70)- 50h  ,Design,70,,,50,,,,50,,50,,,
d163103d-39e5-41fd-abd3-705116024b85,Volta,Task management,תמונה חדשה לעמוד עסקי > הזדמנות לפרגן,תמונה חדשה לעמוד עסקי > הזדמנות לפרגן,,,,,,4,,,,,2021-01-20,2021-01-21,
59227bc0-04d1-4afd-ae55-fcb84127cb3b,Volta,Task management,עמוד פרטי - היופי נמצא בפרטים... - עריכת תמונה ,עמוד פרטי - היופי נמצא בפרטים... - עריכת תמונה,,,,,,7,,,,,2021-01-20,2021-01-25,
d8819e74-c7d3-4624-ac11-a151a54a1b1f,Volta,Task management,עמוד פרטי - תיקון צבעוניות פאנלים בהאדר,עמוד פרטי - תיקון צבעוניות פאנלים בהאדר,,,,,,7,,,,,2021-01-21,2021-01-25,
ba4b516f-1669-466e-86e0-1014c4dadfce,Volta,Task management,עמוד זמני מוניציפאלי - להקטין מודל- ליצור רפרנס לתאודור,עמוד זמני מוניציפאלי - להקטין מודל- ליצור רפרנס לתאודור,,,,,,,,,,,,,
afcf6c2e-7502-44a3-8525-3ff8a39c8ec7,Volta,Task management,ללג 2 - לעצב כפתורים למעבר לוידאו הבא,ללג 2 - לעצב כפתורים למעבר לוידאו הבא,,,,,,,,,,,,,
54683f48-2821-4336-b48f-cf3f15e2bbe4,Volta,Task management,לעבור עם ניצן על צילומי מסך מהמחשב של טל מוולטה,לעבור עם ניצן על צילומי מסך מהמחשב של טל מוולטה,,,,,,2,,,,,2021-01-21,2021-01-24,
fd079c2a-d2f1-4a30-8130-447024fc45cd,Volta,Task management,ללג 2 - כפתור חדש למסלולי מימון,ללג 2 - כפתור חדש למסלולי מימון,,,,,,,,,,,,,
5b197140-44ae-4b5c-8aca-ec75230810cb,Volta,Task management,האדר עמוד עסקי - עבודת פוטושופ,האדר עמוד עסקי - עבודת פוטושופ,,,,,,4,,,,,2021-01-24,2021-01-25,
25f3dcc1-fa52-4930-b881-4995f8762226,Volta,Task management,כללי - סרגל צד ומספרים,כללי - סרגל צד ומספרים,,,,,,2,,,,,2021-01-21,2021-01-21,
6976ecb3-3702-4e61-a9f2-df4d132909ad,Volta,Task management,להכין נראות כפתור ליצירת קשר לסרטונים,להכין נראות כפתור ליצירת קשר לסרטונים,,,,,,4,,,,,2021-01-24,2021-01-24,
1932545a-59da-411f-9da6-f1dd342690df,Volta,Task management,עמוד מרכז למידה במובייל - להוסיף כפתור שמקפיץ לראש העמוד,עמוד מרכז למידה במובייל - להוסיף כפתור שמקפיץ לראש העמוד,,,,,,5,,,,,2021-01-24,2021-01-25,
8e5fe757-ebbd-4d41-8056-2c76bf02bd0a,Volta,Movies - 171.75h (2/5/21),Animation - 18h,Animation,,,,18,,,,18,,18,,,
a4cea64f-9134-4c13-baae-ebec7c38093f,Volta,Task management,להכין רשימה של הצעות לאנימציה לסרטוני Q&A,להכין רשימה של הצעות לאנימציה לסרטוני Q&A,,,,,,1,,,,,2021-01-26,2021-01-26,
ca0f82df-0252-4e74-a0d0-7b561888c644,Volta,3D work (110+80+16+64=270) - 412.5 (2/5/2021),Render Farm - 8h,Render Farm,,,,8,,1,,8,,8,2020-12-24,2020-12-24,
f71414a5-bd59-41d1-9474-b691412f13b9,Volta,Task management,לג 2 - גלריית פרוייקטים,לג 2 - גלריית פרוייקטים,,,,,,1,,,,,2021-02-08,2021-02-08,
450d0ed4-0029-40b5-8306-9f97ba015631,Volta,Task management,Desktop QA,Desktop QA,,,,,,,,,,,,,
f93683c0-43c5-492c-885e-ed1bd3aea0f2,Volta,Task management,Mobile QA,Mobile QA,,,,,,,,,,,,,
48ee83c1-7180-40e9-8fec-578877040246,Volta,Task management,Footer,Footer,,,,,,,,,,,,,
30517179-01a6-46be-851a-1ef17d767bb8,Volta,Task management,Images for gallery,Images for gallery,,,,,,2,,,,,2020-12-29,2020-12-29,
975a5d50-daa8-4b45-9fcf-549002d40528,Volta,Task management,Design temporary pages,Design temporary pages,,,,,,1,,,,,2020-12-29,2020-12-29,
b917506c-08e9-4dfd-854f-83b5db7fccbf,Volta,Task management,Calculator directions,Calculator directions,,,,,,,,,,,,,
aba19a1b-db9e-41cc-b587-fed5adf8517a,Volta,Task management,HIW animation correction,HIW animation correction,,,,,,,,,,,,,
48254b57-3dfd-4c37-93ad-8c306321f638,Volta,Task management,404 basic page,404 basic page,,,,,,,,,,,,,
f04aaba7-8688-4a6a-a73f-1616bf69d801,Volta,Task management,Business page header,Business page header,,,,,,,,,,,,,
97599473-f12b-4db8-83e1-c3b352e31c2c,Volta,Task management,Images for video with alpha bg,Images for video with alpha bg,,,,,,,,,,,,,
e54b414b-a01f-4589-8375-1cc175a4809c,Volta,Task management,Videos of models for QA videos,Videos of models for QA videos,,,,,,,,,,,,,
1c737468-cc4b-4aec-8463-700e10808f67,Volta,Task management,map hover check,map hover check,,,,,,,,,,,,,
0207299f-009e-4ef9-aa1c-f3418c3280bf,Volta,Task management,loader ,loader,,,,,-2.25,3,-2.25,,,,2021-01-05,2021-01-07,
cac95aa7-8f1f-485e-a809-15f0415c2606,Volta,Task management,QA פנימי - מעבר בסוף העבודה על הלג הראשון ,QA פנימי - מעבר בסוף העבודה על הלג הראשון,,,,,,6,,,,,2021-01-31,2021-02-08,
87b8c3dc-7d2e-4521-8304-b8d334409c44,Volta,Movies - 171.75h (2/5/21),Animation improvement for the rest of the videos (16h) - 16h,Animation improvement for the rest of the videos,16,,,16,14.5,8,25.75,16,14.5,1.5,2021-02-03,2021-02-11,
588c44c8-84c2-4fea-8d63-49ebab04464b,Volta,Task management, מי אנחנו עדכון תמונה,מי אנחנו עדכון תמונה,,,,,,1,,,,,2021-02-04,2021-02-04,
1a8abce1-6b58-463e-a073-a5659babc741,Volta,Task management,לקבל מחגית מספר טלפון כוכבית לסגיר,לקבל מחגית מספר טלפון כוכבית לסגיר,,,,,,1,,,,,2021-02-14,2021-02-14,
77a27723-be33-45a7-9405-930124a7d01f,Volta,Website (232+61/134) (Total 293-366) - 388.5 (27/1/2021),Calculator - new button - 3.75h,Calculator - new button,,,,3.75,3.75,3,3.75,3.75,3.75,0,2021-02-21,2021-02-24,
b153fd40-6506-40fe-9045-22a8f4e0dbd5,Volta,Task management,תמונות ללינקדאין - של המפה כשכל חלק מסומן בלי החשכה,תמונות ללינקדאין - של המפה כשכל חלק מסומן בלי החשכה,,,,,,,,,,,,,
f3562d72-114c-4d3f-89c7-d6a22ac95839,Volta,Task management,לוגו רוחבי png pdf ai,לוגו רוחבי png pdf ai,,,,,,,,,,,,,
4cb493a9-44ba-466c-aeb3-ae58b945d223,Volta,Ongoing - 25.75h,LinkedIn cover for employees-1.75h,LinkedIn cover for employees,,,,1.75,1.75,3,1.75,1.75,1.75,0,2021-02-23,2021-02-28,
d3a01911-ae8c-4975-a090-74c21063a8dc,Volta,Ongoing - 25.75h,Volta - logo negative version formats,Volta - logo negative version formats,,,,,,1,,,,,2021-02-24,2021-02-24,
22a70f42-8297-4f83-bed5-f4a25965ef99,Volta,Leg 2 (181h) - 150.75h,UX (5h) - 7h,UX,5,,,7,7,2,7,7,7,0,2021-03-04,2021-03-10,
b8d005fe-52e7-46c6-9a55-5c2f12eba343,Volta,Task management,תיקונים לעמודים החדשים - הערות בקישור XD,תיקונים לעמודים החדשים - הערות בקישור XD,,,,,,,,,,,,,
060edb6e-6d3e-4fd1-afbd-fbc25ac73e9c,Volta,Task management,האדר מוניציפלי ,האדר מוניציפלי,,,,,,4,,,,,2021-03-18,2021-03-30,
8dc63022-4a81-4d82-9013-d25e87a54d28,Volta,Task management,מודל עמדת טעינה,מודל עמדת טעינה,,,,,,3,,,,,2021-03-30,2021-03-30,
ee2d4840-1263-4c96-b0b9-5f12fdbde9a6,Volta,Referral pages UX+UI (84h) - 35h,Registration form (10h),Registration form,10,,,,17.25,12,16.75,17.25,17.25,0,2021-05-12,2021-07-25,
ddd5ef40-a75f-4fda-bc69-92a5e2d9de6d,Volta,Referral pages UX+UI (84h) - 35h,Header for instructions video page (2h),Header for instructions video page,2,,,,,,,,,,,,
b971ed18-61f2-4552-bcb8-9464b9b0e46a,Volta,Movies - 171.75h (2/5/21), סרטון נוסף תחילת תהליך נוסף תקציב - 4h,סרטון נוסף תחילת תהליך נוסף תקציב,,,,4,,,,4,,4,,,
941e7228-d0e4-45fb-9dec-641067aa034c,Volta,Ongoing - 25.75h,Volta - landing page header text - 1h,Volta - landing page header text,,,,1,1,2,1,1,1,0,2021-04-18,2021-04-22,
a8e82c82-8fc9-46b8-89fc-fd9eba5a51cf,Volta,Task management,סרט תחילת תהליך תיקונים,סרט תחילת תהליך תיקונים,,,,,,,,,,,,,
4396787f-0cb8-454e-8882-749c6e8ae16c,Volta,Task management,סרט סיום תהליך אנימציה,סרט סיום תהליך אנימציה,,,,,,,,,,,,,
4385716e-0d18-436a-ace3-43cb9f4d5b5e,Volta,Task management,מצב ללא משרות רלוונטיות,מצב ללא משרות רלוונטיות,,,,,,,,,,,,,
578a5a60-bdfa-430b-a54f-ce3e7ec63f18,Volta,Task management,עמודי רפרל,עמודי רפרל,,,,,,,,,,,,,
f8b1b4c7-61fd-46c5-83ed-56a766979217,Volta,Task management,האדר עמוד משרות - לקבל תמונות מקובי,האדר עמוד משרות - לקבל תמונות מקובי,,,,,,,,,,,,,
1b11237a-8a9c-48ea-a4ed-ef69bf58f875,Volta,Task management,עמוד ממליצים,עמוד ממליצים,,,,,,,,,,,,,
b66664d2-d6f2-423b-b761-7e8af16cbb86,Volta,Task management,רפרנס צבע לסרטונים לקובי,רפרנס צבע לסרטונים לקובי,,,,,,,,,,,,,
32f912b4-0717-4018-90fc-f4b034242af5,Volta,Leg2 & Referral pages dev (92h & 64h & 40h),הועברו 40 שעות מהערכה ראשונית עבור הפיתוח,הועברו 40 שעות מהערכה ראשונית עבור הפיתוח,,,,,,,,,,,,,
e554eb1e-b3a4-4191-85d1-063fe7c6d098,Yoco,Website - 158.5h (20/02/22),UX - 35.5h,UX,,,,35.5,33.25,15,33.25,35.5,33.25,2.25,2021-10-17,2022-01-12,
b3f722ac-c676-4a81-b470-d669580ba830,Yoco,Product - 613.25h (18/05/22),UI - 239.5h,UI,,,,239.5,222.25,55,193,239.5,222.25,17.25,2021-11-17,2022-05-17,
d60b4245-cf1f-493a-bdb8-5866ba3892ff,Yoco,Website - 158.5h (20/02/22),UI - 100h,UI,,,,100,96.5,27,92.5,100,96.5,3.5,2021-11-21,2022-01-30,
2d7feb33-13d0-4f94-b600-132dd8d8826e,Yoco,Website - 158.5h (20/02/22),Animations - 23h,Animations,,,,23,19.5,7,1,23,19.5,3.5,2021-12-27,2022-02-06,
380c39c1-2a3d-4d84-ad2b-bedc0f74be7e,Yoco,Other - 101.25h (04/05/22),Investors Deck - 56h,Investors Deck,,,,56,46.75,17,8,56,46.75,9.25,2022-04-03,2022-04-27,
eee958ee-1e60-40dd-b2cb-185b005d5224,Yoco,Other - 101.25h (04/05/22),Demo video - 30h,Demo video,,,,30,28,10,2.5,30,28,2,2022-04-12,2022-06-20,
b5e9e3cc-c4ba-40f7-bacb-fe490d1e5c8e,Yoco,Yoco new website - 67h (26/06/22),Mobile (7.5h) - 7.5h,Mobile,7.5,,,7.5,7.5,1,,7.5,7.5,0,2022-05-25,2022-05-25,
fbd2c646-dbae-4956-bc4c-2d2ead52fbad,Yoco,Yoco new website - 67h (26/06/22),Preparing for dev (6h) - 6h,Preparing for dev,6,,,6,6,2,,6,6,0,2022-05-26,2022-05-26,
9f52af88-11f6-41e1-b072-5f36bf0fef16,Yoco,Yoco new website - 67h (26/06/22),Login/ sign in pages (16h) - ,Login/ sign in pages,16,,,,,,,,,,,,
7072b203-c409-4b70-8cf8-172d5fa27d29,Yoco,Yoco new website - 67h (26/06/22),QA (5h) 8.75h,QA,5,,,8.75,7.75,8,,8.75,7.75,1,2022-06-06,2022-06-27,
9bac3f90-98a4-4fdf-b3d8-9abb17bcc86f,Volta,3D & Animation,3D & Animations - municipal page,3D & Animations - municipal page,,,,,,,,,,,,,
305f881d-4019-40eb-a0c1-dcc69434b6d5,Volta,Design,Single job page,Single job page,,,,,,,,,,,,,
c3589875-880c-4f2e-9dd5-56c2add7a41a,Volta,Design,Careers page,Careers page,,,,,,,,,,,,,
752801e9-7579-444c-85cc-cf4b389efb96,Volta,Design,Testimonial page,Testimonial page,,,,,,,,,,,,,
0d54ba0a-42a6-4f37-8377-2d9edafd2380,Volta,Design,About us page,About us page,,,,,,,,,,,,,
9fb33dc3-d997-484c-aae6-145dcc4124d1,Volta,Design,Municipal page,Municipal page,,,,,,,,,,,,,
d851b39c-1f4d-4705-9595-fc8e355e803b,Volta,UX & Wireframes,UX,UX,,,,,,,,,,,,,
37ed555b-5f0f-4a25-b55d-9719bd30a48d,Volta,Referral pages,Registration page,Registration page,,,,,,,,,,,,,
33cad4c4-e7ab-4409-80bd-1f4e76a02ac2,Volta,Referral pages,Registration form ,Registration form,,,,,,,,,,,,,
2e2ed509-09a2-4bad-a37e-34f42bfc4ba0,Volta,Referral pages,Personal area page,Personal area page,,,,,,,,,,,,,
c775728b-9035-44c3-b200-986108c2419d,Volta,Referral pages,Header for instructions video page,Header for instructions video page,,,,,,,,,,,,,
9773ca8f-4402-4f9c-84a5-4791928e2ef4,Volta,Development,Leg2,Leg2,,,,,,,,,,,,,
b190dda9-9bd0-4169-b817-85e1001cfb9d,Volta,Development,Referral pages,Referral pages,,,,,,,,,,,,,
019d6b1f-4a1e-44a4-a6ba-471f12a68c35,Volta,Untitled section,Work Requests submission,Work Requests submission,,,,,,,,,,,,,
97e9dbda-b50e-46c1-bdd8-d91892d049bb,CSL,Untitled section,Graphic package for videos,Graphic package for videos,,,,,,,,,,,,,
d3e23e0c-f5aa-43d8-8c24-9cf3e20993cb,CSL,Untitled section,Q&A Movies,Q&A Movies,,,,,,,,,,,,,
760d72e1-53ac-436d-8dcd-b3c728a66a1e,CSL,Untitled section,Animation improvements,Animation improvements,,,,,,,,,,,,,
401b4a80-528a-4de4-80c9-4baeb6b64a49,CSL,Untitled section,CSL Movies graphic package,CSL Movies graphic package,,,,,,,,,,,,,
3e3e4873-f3fe-4dc6-bce2-b012560121e0,Volta,In Progress,[EXAMPLE TASK] Redesigned pricing page,[EXAMPLE TASK] Redesigned pricing page,,,,,,,,,,,,,
3f761ef5-be21-473e-be7e-2ad676266547,Volta,In Progress,[EXAMPLE TASK] Two page brief for sales team,[EXAMPLE TASK] Two page brief for sales team,,,,,,,,,,,,,
903b0b1d-7047-44b6-a8fe-1f67fd2f298b,Volta,New Requests,[EXAMPLE TASK] Infographic for eBook,[EXAMPLE TASK] Infographic for eBook,,,,,,,,,,,,,
14e08916-5412-4031-8dc4-8d79e337cd2f,Volta,New Requests,[EXAMPLE TASK] Blog post announcing new funding,[EXAMPLE TASK] Blog post announcing new funding,,,,,,,,,,,,,
2d2380e6-a0b9-46d9-baa0-3f454bba1189,Volta,Template Instructions,[COPY ME] Create A New Work Request,[COPY ME] Create A New Work Request,,,,,,,,,,,,,
2e636951-97ae-487a-a9b2-9dbf9b34c62c,Volta,Template Instructions,Copy and rename this task,Copy and rename this task,,,,,,,,,,,,,
5087aa78-eecb-4392-a64b-0f67a905125c,Volta,Template Instructions,Write a description of your request,Write a description of your request,,,,,,,,,,,,,
b3c58933-c8ce-46a3-ab62-1fcfdc2ca68c,Volta,Template Instructions,Set Custom Fields to reflect task priority,Set Custom Fields to reflect task priority,,,,,,,,,,,,,
991453f3-b890-466d-982e-ab7ee971f83b,Volta,Template Instructions,Move task to New Requests Column,Move task to New Requests Column,,,,,,,,,,,,,
7ca42982-a7b2-4b23-b47a-007328ed6be1,Volta,Completed,[EXAMPLE TASK] Designs for email nurture series,[EXAMPLE TASK] Designs for email nurture series,,,,,,,,,,,,,
22e3d96d-4189-48c5-9bf3-a37e7e19bfa2,Volta,Completed,[EXAMPLE TASK] Content for new SEO landing pages,[EXAMPLE TASK] Content for new SEO landing pages,,,,,,,,,,,,,
2dcd4c46-a8ac-4556-87d5-8fa5635257e8,Volta,Template Instructions,[READ ME] Instructions for using this template,[READ ME] Instructions for using this template,,,,,,,,,,,,,
76290a29-4a4c-4ef2-a296-6bca6c397696,Volta,Template Instructions,Learn more about how to manage work requests in Asana,Learn more about how to manage work requests in Asana,,,,,,,,,,,,,
be758c27-1208-4eb5-90d7-7078b7d7b011,Volta,Template Instructions,Save time and reduce manual steps with Rules in this template,Save time and reduce manual steps with Rules in this template,,,,,,,,,,,,,
7826f85d-c1a9-4fa0-807c-8e3118c7883b,Volta,Template Instructions,"Designate a teammate responsible for reviewing the project, prioritizing work, and assigning requests","Designate a teammate responsible for reviewing the project, prioritizing work, and assigning requests",,,,,,,,,,,,,
b9fa8247-16b8-4bfb-a4de-eea9b4e460d5,Volta,Template Instructions,Copy the [TEMPLATE TASK] to add new work requests,Copy the [TEMPLATE TASK] to add new work requests,,,,,,,,,,,,,
3eda8c92-a6c6-44ca-a2b3-295b9e7d60aa,Volta,Template Instructions,Move requests between columns to designate progress,Move requests between columns to designate progress,,,,,,,,,,,,,
8d18f9ef-cb98-4ac0-b2bb-4ab83390428f,Volta,Template Instructions,Set Custom Fields to reflect task status so teammates know where work stands,Set Custom Fields to reflect task status so teammates know where work stands,,,,,,,,,,,,,
d982b236-38eb-40c2-aca6-5217f91b2065,Anchor,Branding (160h) - 210h (9/12/21),Preparation & Kickoff meeting (8h) - 10h,Preparation & Kickoff meeting,8,,,10,8,4,8,10,8,2,2021-09-05,2021-09-09,
be9b1115-a9a3-4810-a53c-840cff90cf32,Anchor,Administration,First hour estimation,First hour estimation,,,,,,,,,,,,,
ed979a54-ca99-49b7-b4c6-0467c308c01c,Anchor,Administration,Contact details,Contact details,,,,,,,,,,,,,
62bf9eb6-6e82-4b3b-a8eb-1a6255e0d9c1,Anchor,Branding (160h) - 210h (9/12/21),Logo formats (4h),Logo formats,4,,,,,,,,,,,,
a353e866-b3ee-45c2-8cbf-d17df8705965,Anchor,Branding (160h) - 210h (9/12/21),Hero image (43h) - 39h,Hero image,43,,,39,36.75,15,36.75,39,36.75,2.25,2021-09-22,2021-10-20,
c6921872-182f-464f-86b1-45a519add414,Anchor,Branding (160h) - 210h (9/12/21),Business card (temporary) - 4h,Business card (temporary),,,,4,4,1,4,4,4,0,2021-10-12,2021-10-12,
fd8e79de-bc39-4e96-9475-0c17242d6577,Anchor,Branding (160h) - 210h (9/12/21),Speaker Design - 2h,Speaker Design,,,,2,2,1,2,2,2,0,2021-10-14,2021-10-14,
79ee0aad-7382-4dcf-895a-23f2c0a3b5fd,Anchor,Branding (160h) - 210h (9/12/21),FB group cover - 2h,FB group cover,,,,2,2,1,2,2,2,0,2021-10-25,2021-10-25,
54891303-1693-4c4f-b963-9e7868a037c6,Anchor,Branding (160h) - 210h (9/12/21),Logo for T-shirt - 0.5h,Logo for T-shirt,,,,0.5,0.5,1,0.5,0.5,0.5,0,2021-11-07,2021-11-07,
806d1acd-e9ab-4abd-a75e-ba5c45707b7b,Anchor,Website design (164h) - 335.25h (01/05/22),Anchor Solutions - 16.5h,Anchor Solutions,,,,16.5,16.5,9,15.5,16.5,16.5,0,2021-11-28,2022-04-27,
5442a43c-71df-4849-85ed-743a4c0038e8,Anchor,Branding (160h) - 210h (9/12/21),Export assets from website - 2.25h,Export assets from website,,,,2.25,2.25,2,2.25,2.25,2.25,0,2021-11-21,2021-11-22,
23a5b790-96d2-48ec-95f7-d5878a1a0faa,Anchor,Branding (160h) - 210h (9/12/21),Notion + Linkedin Covers - 5.5h,Notion + Linkedin Covers,,,,5.5,5.5,4,5.5,5.5,5.5,0,2021-11-24,2021-11-30,
5865f196-30e7-495d-a9b6-d8275d75233b,Anchor,Website design (164h) - 335.25h (01/05/22),Career page - 14.75h,Career page,,,,14.75,14.75,7,9.75,14.75,14.75,0,2021-11-30,2022-03-30,
579cecee-ae87-4f18-8938-fb8737af7025,Anchor,Branding (160h) - 210h (9/12/21),Hoodie - 0.5h,Hoodie,,,,0.5,0.5,1,0.5,0.5,0.5,0,2021-12-07,2021-12-07,
4951aa9f-1267-41ff-9617-baf16c2f6a2d,Anchor,New pages for website -70h (01/05/22),Banner above navbar - 1h,Banner above navbar,,,,1,1,1,1,1,1,0,2022-04-20,2022-04-20,
c0f7205b-40a0-4e62-a640-07891d7e16e7,Anchor,Development -88h (31/1/21),Career pages (5800ils),Career pages (5800ils),5800,,,,,,,,,,,,
18bab9a6-515f-407f-90f5-64ec94345e59,Anchor,New pages for website -70h (01/05/22),New pricing page (38h),New pricing page,38,,,,,,,,,,,,
79e47f6c-5941-49d3-af6f-4239167c5272,Anchor,New pages for website -70h (01/05/22),Export for drive - 0.75h,Export for drive,,,,0.75,0.75,1,,0.75,0.75,0,2022-05-23,2022-05-23,
5ebe4aae-0883-458b-9074-f89e741232fe,Anchor,Development -88h (31/1/21),Duplicating the project - 2h,Duplicating the project,,,,2,,,,2,,2,,,
802e8f46-3c55-4475-b2a4-c0049b22da6f,PDQ,Administrative,Hour estimations,Hour estimations,,,,,,,,,,,,,
b8ceea3e-a89f-4a3d-ac35-1a1ae874f85e,PDQ,Administrative,Contacts,Contacts,,,,,,,,,,,,,
75848d07-4087-4be7-a786-0167b3b4369a,One Zero,Branding  - 406.25 (14/04/22),"Visual Concepts, references and directions (30h) - 14h","Visual Concepts, references and directions",30,,,14,14,3,6.5,14,14,0,2022-02-23,2022-03-23,
7bb9a887-4c9f-40bf-9c9f-27d0485d6984,Empathy,Empathy Clip -,Storyboard (8h)  - 12.75h,Storyboard,8,,,12.75,12.75,8,,12.75,12.75,0,2022-05-04,2022-05-16,
261cfe93-6482-4444-887c-07afa16c47b1,Empathy,Empathy Clip -,Script - 4000ils,Script - 4000ils,,,,,,,,,,,,,
1adbdf1b-fde7-4e5a-9916-6bbbaebf9a48,Empathy,Empathy Clip -,Design (24h) - 9.75h,Design,24,,,9.75,9.75,4,,9.75,9.75,0,2022-05-17,2022-05-23,
1fe2d690-fb36-454c-8bf8-fc040bb18538,Empathy,Empathy Clip -,Animation (40h),Animation,40,,,,,,,,,,,,
